"ID_echantillon";"Nom_scientifique";"Genre";"Espece";"ID_espece";"Milieu_recolte";"T_ambiante";"Vent";"Humidite";"DI";"DI_test";"score_DI";"BT";"BT_test";"MT";"BB";"BB_test";"FI";"Nb_ramifications";"BD";"TMC_t0";"TMC_t24";"TDMC";"TD";"TDIA";"Gmin";"LMC_t0";"LMC_t24";"PEF";"LDMC";"Surface_F";"SLA";"LT";"VPD"
"68_1";"Rauvolfia semperflorens";"Rauvolfia";"semperflorens";68;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,03;15,88;7,71;34,27;1,59;907,87;6,54;0
"68_2";"Rauvolfia semperflorens";"Rauvolfia";"semperflorens";68;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,43;13,91;6,87;15,1;1,13;452,63;3,09;0
"68_3";"Rauvolfia semperflorens";"Rauvolfia";"semperflorens";68;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;22,6;8,76;11,15;1,2;529,12;1,88;0
"68_4";"Rauvolfia semperflorens";"Rauvolfia";"semperflorens";68;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,25;39,09;13,26;12,38;2,13;494,08;2,49;0
"68_5";"Rauvolfia semperflorens";"Rauvolfia";"semperflorens";68;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,46;39,25;10,72;26,27;1,68;1032,93;8,75;0
"68_6";"Rauvolfia semperflorens";"Rauvolfia";"semperflorens";68;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;39,22;12,47;12,54;2,84;248,84;1,86;0
"69_1";"Morinda citrifolia";"Morinda";"citrifolia";69;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,23;71,44;9,49;23,83;36,76;1953,43;3,77;0
"69_2";"Morinda citrifolia";"Morinda";"citrifolia";69;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,51;42,54;7,5;14,21;18,01;1089,94;2,42;0
"69_3";"Morinda citrifolia";"Morinda";"citrifolia";69;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,76;73,27;12,7;20,29;10,66;1551,2;4,37;0
"69_4";"Morinda citrifolia";"Morinda";"citrifolia";69;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,29;41,22;7,9;20,94;56,02;1241,94;3,79;0
"69_5";"Morinda citrifolia";"Morinda";"citrifolia";69;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,29;46;8,99;11,13;18,78;1373,92;2,03;0
"69_6";"Morinda citrifolia";"Morinda";"citrifolia";69;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,91;46,34;7,15;8,32;47,13;1739,48;1,59;0
"70_1";"Acalypha sp";"Acalypha";"sp";70;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,27;45,46;8,03;20,32;64,76;2621,27;2,98;0
"70_2";"Acalypha sp";"Acalypha";"sp";70;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84,84;21,53;14,1;51,07;53,37;1899,21;4,27;0
"70_3";"Acalypha sp";"Acalypha";"sp";70;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,22;40,05;10,88;21,1;94,86;2933,54;4,78;0
"70_4";"Acalypha sp";"Acalypha";"sp";70;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,13;48,41;5,88;25,01;66,65;5467,66;5,29;0
"70_5";"Acalypha sp";"Acalypha";"sp";70;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,78;42,85;6,23;18,2;96,17;5228,04;1,57;0
"70_6";"Acalypha sp";"Acalypha";"sp";70;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,61;35,64;6,41;15,03;40,78;3699,45;1,3;0
