Column1;data_source;identifiant;family;genus;taxaname;plot_name;locality_occ;plot_type;month;year;phenology;dbh;height;wood_density;volumetric_shrinkage;fiber_saturation_point;leaf_area;leaf_sla;leaf_ldmc;leaf_thickness;bark_thickness;longitude;latitude;rq
2311;nc_pippn;KB01112;Picrodendraceae;Austrobuxus;Austrobuxus pauciflorus;KB36-100;;circle_R11,28;11;2021;;10,8;;0,86;;;38,6;3,2;539,2;;;166,961754;-22,22574;
;nc_pippn;NC068096;Picrodendraceae;Austrobuxus;Austrobuxus pauciflorus;Grand Lac;;plot_100x100;6;2023;;;;;;;95,8;4,7;471,7;;;166,903919;-22,274947;
;occ_gps;TF0020;Picrodendraceae;Austrobuxus;Austrobuxus pauciflorus;;Dalmates;;6;2023;;25,9;;0,83;;;56;4,8;516,2;;;166,679936;-22,206611;
2212;nc_pippn;KB00463;Picrodendraceae;Austrobuxus;Austrobuxus rubiginosus;KB21-20;;circle_R11,28;11;2021;;13,4;;0,82;;;19,6;4;412,7;;;166,954438;-22,221697;
2261;nc_pippn;KB00543;Picrodendraceae;Austrobuxus;Austrobuxus rubiginosus;KB29-40;;circle_R11,28;11;2021;;15;;0,84;;;21,8;5,3;382,6;;;166,953707;-22,222168;
2154;nc_pippn;KB00814;Picrodendraceae;Austrobuxus;Austrobuxus rubiginosus;KB07-10;;circle_R11,28;11;2021;;25,1;;0,72;;;18,9;3,9;456;;;166,959887;-22,225078;
2190;nc_pippn;KB01275;Picrodendraceae;Austrobuxus;Austrobuxus rubiginosus;KB19-20;;circle_R11,28;11;2021;;10,7;;0,79;;;15,3;4,3;416,1;;;166,960789;-22,225944;
2169;nc_pippn;KB01620;Picrodendraceae;Austrobuxus;Austrobuxus rubiginosus;KB13-20;;circle_R11,28;11;2021;;13,1;;0,74;;;;;;;;166,966485;-22,23132;
2352;nc_pippn;KB01904;Picrodendraceae;Austrobuxus;Austrobuxus rubiginosus;KB42-200;;circle_R11,28;11;2021;;11,1;;0,59;;;25,8;5,1;442,2;;;166,956942;-22,218488;
;nc_pippn;PA0239;Balanopaceae;Balanops;Balanops balansae;PAOU6-010;Paeoua;circle_R11,28;9;2023;;;;;;;12,6;2,6;511,8;;;165,096293;-21,160802;
2667;nc_pippn;PA0239;Balanopaceae;Balanops;Balanops balansae;PAOU6-010;;circle_R11,28;8;2022;;18,5;;0,71;;;;;;;;165,096293;-21,160802;
;nc_pippn;PA0416;Balanopaceae;Balanops;Balanops balansae;PAOU4-010;Paeoua;circle_R11,28;9;2023;;;;;;;8,4;2,8;426,5;;;165,094396;-21,164532;
2656;nc_pippn;PA0416;Balanopaceae;Balanops;Balanops balansae;PAOU4-010;;circle_R11,28;8;2022;;15,4;;0,74;;;;;;;;165,094396;-21,164532;
378;nc_pippn;NC048129;Balanopaceae;Balanops;Balanops oliviformis;Ateou;;plot_100x100;9;2013;;17,5;;0,71;;;;;;;;164,920329;-20,950637;
381;nc_pippn;NC048145;Balanopaceae;Balanops;Balanops oliviformis;Ateou;;plot_100x100;9;2013;Fruits;68,8;29,9;0,7;;;;;;;;164,920329;-20,950637;
470;nc_pippn;NC048545;Balanopaceae;Balanops;Balanops oliviformis;Ateou;;plot_100x100;9;2013;;73,8;;0,65;;;;;;;;164,920329;-20,950637;
527;nc_pippn;NC049077;Balanopaceae;Balanops;Balanops oliviformis;Ateou;;plot_100x100;9;2013;;18,1;;0,7;;;;;;;;164,920329;-20,950637;
538;nc_pippn;NC049184;Balanopaceae;Balanops;Balanops oliviformis;Ateou;;plot_100x100;9;2013;;46,8;;0,69;;;;;;;;164,920329;-20,950637;
37;nc_pippn;NC061072;Balanopaceae;Balanops;Balanops oliviformis;Aoupinié;;plot_100x100;3;2015;;29;;0,77;;;;;;;;165,277313;-21,177801;
85;nc_pippn;NC061554;Balanopaceae;Balanops;Balanops oliviformis;Aoupinié;;plot_100x100;3;2015;;27,7;;0,71;;;;;;;;165,277313;-21,177801;
123;nc_pippn;NC061911;Balanopaceae;Balanops;Balanops oliviformis;Aoupinié;;plot_100x100;3;2015;;22,6;;0,74;;;;;;;;165,277313;-21,177801;
168;nc_pippn;NC062262;Balanopaceae;Balanops;Balanops oliviformis;Aoupinié;;plot_100x100;3;2015;;18,8;;0,78;;;;;;;;165,277313;-21,177801;
171;nc_pippn;NC062274;Balanopaceae;Balanops;Balanops oliviformis;Aoupinié;;plot_100x100;3;2015;;41,4;12,4;0,75;;;;;;;;165,277313;-21,177801;
1869;nc_pippn;NC068116;Balanopaceae;Balanops;Balanops pachyphylla;Grand Lac;;plot_100x100;5;2016;;32,5;15,7;0,67;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068116;Balanopaceae;Balanops;Balanops pachyphylla;Grand Lac;;plot_100x100;6;2023;;;;;;;35;4,4;363,8;;;166,903919;-22,274947;
1909;nc_pippn;NC068284;Balanopaceae;Balanops;Balanops pachyphylla;Grand Lac;;plot_100x100;5;2016;;30,5;;0,7;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068284;Balanopaceae;Balanops;Balanops pachyphylla;Grand Lac;;plot_100x100;6;2023;;;;;;;15,8;2,8;483,5;;;166,903919;-22,274947;
1965;nc_pippn;NC068473;Balanopaceae;Balanops;Balanops pachyphylla;Grand Lac;;plot_100x100;5;2016;;13,2;;0,74;;;;;;;;166,903919;-22,274947;
2024;nc_pippn;NC068754;Balanopaceae;Balanops;Balanops pachyphylla;Grand Lac;;plot_100x100;5;2016;;23,5;;0,7;;;;;;;;166,903919;-22,274947;
2028;nc_pippn;NC068831;Balanopaceae;Balanops;Balanops pachyphylla;Grand Lac;;plot_100x100;5;2016;;12,7;;0,7;;;;;;;;166,903919;-22,274947;
2256;nc_pippn;KB00525;Balanopaceae;Balanops;Balanops sparsifolia;KB29-40;;circle_R11,28;11;2021;;15,3;;0,71;;;13,1;;;;;166,953707;-22,222168;
2260;nc_pippn;KB00539;Balanopaceae;Balanops;Balanops sparsifolia;KB29-40;;circle_R11,28;11;2021;;13,5;;0,71;;;15,7;3,5;459,3;;;166,953707;-22,222168;
2297;nc_pippn;KB00653;Balanopaceae;Balanops;Balanops sparsifolia;KB35-100;;circle_R11,28;11;2021;;12,7;;0,69;;;10,9;3,2;480,8;;;166,964485;-22,228074;
2589;nc_pippn;NC070618;Balanopaceae;Balanops;Balanops sparsifolia;Paeoua;;plot_100x100;10;2017;;14;;0,7;;;;;;;;165,095973;-21,167766;
2594;nc_pippn;NC070843;Balanopaceae;Balanops;Balanops sparsifolia;Paeoua;;plot_100x100;10;2017;;13,4;;0,72;;;;;;;;165,095973;-21,167766;
2601;nc_pippn;NC070999;Balanopaceae;Balanops;Balanops sparsifolia;Paeoua;;plot_100x100;10;2017;;12,4;;0,66;;;;;;;;165,095973;-21,167766;
2633;nc_pippn;NC071513;Balanopaceae;Balanops;Balanops sparsifolia;Paeoua;;plot_100x100;10;2017;;13,6;4,8;0,72;;;;;;;;165,095973;-21,167766;
2638;nc_pippn;NC071563;Balanopaceae;Balanops;Balanops sparsifolia;Paeoua;;plot_100x100;10;2017;;20,1;7,2;0,68;;;;;;;;165,095973;-21,167766;
;nc_pippn;NC082018;Balanopaceae;Balanops;Balanops sparsifolia;Tchingou;;plot_100x100;5;2024;;26,2;;0,77;;;;;;;;164,991107;-20,907696;
784;nc_pippn;NC065165;Balanopaceae;Balanops;Balanops vieillardii;Col d'Amoss;;plot_100x100;10;2016;;22;;0,68;;;;;;;;164,437874;-20,306023;
815;nc_pippn;NC065879;Balanopaceae;Balanops;Balanops vieillardii;Col d'Amoss;;plot_100x100;10;2016;;18;;0,7;;;;;;;;164,437874;-20,306023;
816;nc_pippn;NC065881;Balanopaceae;Balanops;Balanops vieillardii;Col d'Amoss;;plot_100x100;10;2016;Fruits;15,1;;0,68;;;;;;;;164,437874;-20,306023;
820;nc_pippn;NC065914;Balanopaceae;Balanops;Balanops vieillardii;Col d'Amoss;;plot_100x100;10;2016;;17,5;;0,68;;;;;;;;164,437874;-20,306023;
821;nc_pippn;NC065957;Balanopaceae;Balanops;Balanops vieillardii;Col d'Amoss;;plot_100x100;10;2016;;16,9;;0,7;;;;;;;;164,437874;-20,306023;
;occ_gps;TF0105;Balanopaceae;Balanops;Balanops vieillardii;;Koghis;;8;2023;Fruits;37,2;;0,61;;;97;5;435,3;;;166,508186;-22,178266;
;occ_gps;TF0106;Balanopaceae;Balanops;Balanops vieillardii;;Koghis;;8;2023;;40,1;;0,76;;;122,5;5,3;394,3;;;166,508257;-22,178476;
;occ_gps;TF0107;Balanopaceae;Balanops;Balanops vieillardii;;Koghis;;8;2023;;20,2;;;;;174,3;5,5;405,5;;;166,508048;-22,178472;
;occ_gps;TF0108;Balanopaceae;Balanops;Balanops vieillardii;;Koghis;;8;2023;;23,6;;;;;81,2;6;399,2;;;166,507766;-22,179122;
326;nc_pippn;NC064326;Euphorbiaceae;Baloghia;Baloghia;Arago;;plot_100x100;6;2015;;16,9;;0,51;;;;;;;;165,476563;-21,241476;
1219;nc_pippn;FBA00969;Euphorbiaceae;Baloghia;Baloghia inophylla;FBA_016_KP;;circle_R11,28;3;2018;;10,2;4,9;0,7;;;41,8;11,8;319,7;;3;165,005292;-21,081641;
1281;nc_pippn;FBA01290;Euphorbiaceae;Baloghia;Baloghia inophylla;FBA_028_KP;;circle_R11,28;3;2018;;11,8;;0,72;;;24,4;10,6;380,3;;1,5;164,926459;-20,981608;
1710;nc_pippn;NC060497;Euphorbiaceae;Baloghia;Baloghia inophylla;Gohapin;;plot_100x100;3;2015;;12,6;;0,72;;;;;;;;165,240768;-21,257128;
1719;nc_pippn;NC060559;Euphorbiaceae;Baloghia;Baloghia inophylla;Gohapin;;plot_100x100;3;2015;;11,1;9,2;0,7;;;;;;;;165,240768;-21,257128;
1735;nc_pippn;NC060758;Euphorbiaceae;Baloghia;Baloghia inophylla;Gohapin;;plot_100x100;3;2015;;14;8,3;0,75;;;;;;;;165,240768;-21,257128;
1736;nc_pippn;NC060760;Euphorbiaceae;Baloghia;Baloghia inophylla;Gohapin;;plot_100x100;3;2015;;10,5;;0,73;;;;;;;;165,240768;-21,257128;
320;nc_pippn;NC064270;Euphorbiaceae;Baloghia;Baloghia montana;Arago;;plot_100x100;6;2015;;15,3;;0,54;;;;;;;;165,476563;-21,241476;
323;nc_pippn;NC064295;Euphorbiaceae;Baloghia;Baloghia montana;Arago;;plot_100x100;6;2015;;29,6;9,2;0,59;;;;;;;;165,476563;-21,241476;
324;nc_pippn;NC064310;Euphorbiaceae;Baloghia;Baloghia montana;Arago;;plot_100x100;6;2015;;10,2;;0,45;;;;;;;;165,476563;-21,241476;
325;nc_pippn;NC064320;Euphorbiaceae;Baloghia;Baloghia montana;Arago;;plot_100x100;6;2015;;27,1;;0,57;;;;;;;;165,476563;-21,241476;
2453;nc_pippn;NC045097;Lecythidaceae;Barringtonia;Barringtonia longifolia;Laguen;;plot_100x100;2;2013;;33,4;;0,54;;;;;;;;164,780212;-20,62504;
2472;nc_pippn;NC045293;Lecythidaceae;Barringtonia;Barringtonia longifolia;Laguen;;plot_100x100;2;2013;;26,1;8,8;0,57;;;;;;;;164,780212;-20,62504;
2473;nc_pippn;NC045313;Lecythidaceae;Barringtonia;Barringtonia longifolia;Laguen;;plot_100x100;2;2013;;33,4;;0,52;;;;;;;;164,780212;-20,62504;
2488;nc_pippn;NC045408;Lecythidaceae;Barringtonia;Barringtonia longifolia;Laguen;;plot_100x100;2;2013;;26,1;;0,53;;;;;;;;164,780212;-20,62504;
841;nc_pippn;NC052374;Lecythidaceae;Barringtonia;Barringtonia neocaledonica;Djeve;;plot_100x100;11;2013;Boutons;40,7;16,1;0,62;;;;;;;;165,434952;-21,226105;
864;nc_pippn;NC052419;Lecythidaceae;Barringtonia;Barringtonia neocaledonica;Djeve;;plot_100x100;11;2013;;41,7;18,8;0,65;;;;;;;;165,434952;-21,226105;
868;nc_pippn;NC052435;Lecythidaceae;Barringtonia;Barringtonia neocaledonica;Djeve;;plot_100x100;11;2013;;38,5;;0,7;;;;;;;;165,434952;-21,226105;
877;nc_pippn;NC052466;Lecythidaceae;Barringtonia;Barringtonia neocaledonica;Djeve;;plot_100x100;11;2013;;45,5;18,5;0,65;;;;;;;;165,434952;-21,226105;
882;nc_pippn;NC052491;Lecythidaceae;Barringtonia;Barringtonia neocaledonica;Djeve;;plot_100x100;11;2013;;37,2;;0,61;;;;;;;;165,434952;-21,226105;
2166;nc_pippn;KB00182;Proteaceae;Beauprea;Beauprea montana;KB11-10;;circle_R11,28;11;2020;;11,5;;0,78;;;33,2;5,3;542,2;;;166,954923;-22,219621;
2322;nc_pippn;KB00611;Proteaceae;Beauprea;Beauprea montana;KB37-100;;circle_R11,28;11;2021;;10,5;;0,77;;;9,1;5,9;487,4;;;166,961322;-22,224598;
2709;nc_pippn;NC076858;Proteaceae;Beauprea;Beauprea spathulifolia;Prokomeo;;plot_100x100;7;2019;Fleurs;20,7;;0,97;;;;;;;;165,869725;-21,493639;
1852;nc_pippn;NC068069;Lauraceae;Beilschmiedia;Beilschmiedia oreophila;Grand Lac;;plot_100x100;5;2016;;16,9;8,2;0,63;;;;;;;;166,903919;-22,274947;
1999;nc_pippn;NC068603;Lauraceae;Beilschmiedia;Beilschmiedia oreophila;Grand Lac;;plot_100x100;5;2016;;10,5;;0,6;;;;;;;;166,903919;-22,274947;
2005;nc_pippn;NC068614;Lauraceae;Beilschmiedia;Beilschmiedia oreophila;Grand Lac;;plot_100x100;5;2016;Fertile;14;;0,67;;;;;;;;166,903919;-22,274947;
2020;nc_pippn;NC068664;Lauraceae;Beilschmiedia;Beilschmiedia oreophila;Grand Lac;;plot_100x100;5;2016;;18,7;;0,73;;;;;;;;166,903919;-22,274947;
2066;nc_pippn;NC069078;Lauraceae;Beilschmiedia;Beilschmiedia oreophila;Grand Lac;;plot_100x100;5;2016;;12,4;;0,71;;;;;;;;166,903919;-22,274947;
1815;nc_pippn;NC031419;Phyllanthaceae;Bischofia;Bischofia javanica;Gohapin Transect T3;;transect_20x120;6;2013;;23,2;;0,71;;;46,4;15,4;270,6;;14,5;165,255086;-21,187297;
1816;nc_pippn;NC031419;Phyllanthaceae;Bischofia;Bischofia javanica;Gohapin Transect T3;;transect_20x120;4;2018;;22,8;;0,71;;;46,4;15,4;270,6;;14,5;165,255086;-21,187297;
484;nc_pippn;NC048705;Phyllanthaceae;Bischofia;Bischofia javanica;Ateou;;plot_100x100;9;2013;;56,7;;0,69;;;;;;;;164,920329;-20,950637;
523;nc_pippn;NC049049;Phyllanthaceae;Bischofia;Bischofia javanica;Ateou;;plot_100x100;9;2013;;22,3;;0,59;;;;;;;;164,920329;-20,950637;
531;nc_pippn;NC049107;Phyllanthaceae;Bischofia;Bischofia javanica;Ateou;;plot_100x100;9;2013;;48,4;;0,64;;;;;;;;164,920329;-20,950637;
540;nc_pippn;NC049227;Phyllanthaceae;Bischofia;Bischofia javanica;Ateou;;plot_100x100;9;2013;;15,3;;0,55;;;;;;;;164,920329;-20,950637;
541;nc_pippn;NC049233;Phyllanthaceae;Bischofia;Bischofia javanica;Ateou;;plot_100x100;9;2013;;17,8;;0,52;;;;;;;;164,920329;-20,950637;
939;nc_pippn;NC052698;Phyllanthaceae;Bischofia;Bischofia javanica;Djeve;;plot_100x100;11;2013;;20,1;13,6;0,68;;;;;;;;165,434952;-21,226105;
949;nc_pippn;NC052720;Phyllanthaceae;Bischofia;Bischofia javanica;Djeve;;plot_100x100;11;2013;;20,1;9,5;0,73;;;;;;;;165,434952;-21,226105;
952;nc_pippn;NC052729;Phyllanthaceae;Bischofia;Bischofia javanica;Djeve;;plot_100x100;11;2013;;12,7;;0,64;;;;;;;;165,434952;-21,226105;
977;nc_pippn;NC052851;Phyllanthaceae;Bischofia;Bischofia javanica;Djeve;;plot_100x100;11;2013;;21;;0,67;;;;;;;;165,434952;-21,226105;
2136;nc_pippn;KB01677;Rutaceae;Boronia;Boronia;KB02-10;;circle_R11,28;11;2021;;10,2;;0,67;;;5,2;4,4;395,1;;;166,965737;-22,230958;
2137;nc_pippn;KB01679;Rutaceae;Boronia;Boronia;KB02-10;;circle_R11,28;11;2021;;10,2;;0,63;;;2,1;4,1;410,8;;;166,965737;-22,230958;
2362;nc_pippn;KB01769;Rutaceae;Boronia;Boronia;KB44-300;;circle_R11,28;11;2021;;10,8;;0,68;;;4;4;434;;;166,967367;-22,228345;
2365;nc_pippn;KB01776;Rutaceae;Boronia;Boronia;KB44-300;;circle_R11,28;11;2021;;10,5;;0,65;;;8,6;5,3;400,4;;;166,967367;-22,228345;
2367;nc_pippn;KB01796;Rutaceae;Boronia;Boronia;KB44-300;;circle_R11,28;11;2021;;13,1;;0,64;;;9,9;4,9;405,7;;;166,967367;-22,228345;
2468;nc_pippn;NC045273;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Laguen;;plot_100x100;2;2013;;54,7;18,4;0,66;;;;;;;;164,780212;-20,62504;
2469;nc_pippn;NC045278;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Laguen;;plot_100x100;2;2013;;72,6;19,6;0,71;;;;;;;;164,780212;-20,62504;
2481;nc_pippn;NC045367;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Laguen;;plot_100x100;2;2013;;46,5;20,6;0,67;;;;;;;;164,780212;-20,62504;
2505;nc_pippn;NC045587;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Laguen;;plot_100x100;2;2013;;70,7;;0,73;;;;;;;;164,780212;-20,62504;
2514;nc_pippn;NC045666;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Laguen;;plot_100x100;2;2013;;55,7;17,2;0,72;;;;;;;;164,780212;-20,62504;
1461;nc_pippn;NC047076;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Forêt Plate P12;;plot_100x100;5;2013;;35;;0,67;;;;;;;1,2;165,120361;-21,148142;
1464;nc_pippn;NC047084;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Forêt Plate P12;;plot_100x100;5;2013;;44,9;17,5;0,73;;;;;;;2,1;165,120361;-21,148142;
1493;nc_pippn;NC047144;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Forêt Plate P12;;plot_100x100;5;2013;;27,1;;0,68;;;;;;;1,2;165,120361;-21,148142;
1494;nc_pippn;NC047147;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Forêt Plate P12;;plot_100x100;5;2013;;31,8;;0,65;;;;;;;;165,120361;-21,148142;
1496;nc_pippn;NC047151;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Forêt Plate P12;;plot_100x100;5;2013;;39,2;;0,65;;;;;;;1,4;165,120361;-21,148142;
1520;nc_pippn;NC047220;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Forêt Plate P12;;plot_100x100;5;2013;;37,6;;0,44;;;;;;;1,2;165,120361;-21,148142;
900;nc_pippn;NC052558;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Djeve;;plot_100x100;11;2013;;11,1;;0,53;;;;;;;;165,434952;-21,226105;
944;nc_pippn;NC052709;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Djeve;;plot_100x100;11;2013;;12,1;;0,58;;;;;;;;165,434952;-21,226105;
956;nc_pippn;NC052738;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Djeve;;plot_100x100;11;2013;;10,8;;0,54;;;;;;;;165,434952;-21,226105;
986;nc_pippn;NC052911;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Djeve;;plot_100x100;11;2013;;17,8;;0,63;;;;;;;;165,434952;-21,226105;
1009;nc_pippn;NC053111;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Djeve;;plot_100x100;11;2013;;10,2;;0,58;;;;;;;;165,434952;-21,226105;
669;nc_pippn;NC054216;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Bouirou;;plot_100x100;1;2014;;43,6;;0,66;;;;;;;1,5;165,545395;-21,416931;
674;nc_pippn;NC054270;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Bouirou;;plot_100x100;1;2014;;39,2;;0,7;;;;;;;;165,545395;-21,416931;
713;nc_pippn;NC054499;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Bouirou;;plot_100x100;1;2014;;50,3;18,7;0,73;;;;;;;1,8;165,545395;-21,416931;
715;nc_pippn;NC054511;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Bouirou;;plot_100x100;1;2014;;58,9;21,8;0,73;;;;;;;2,3;165,545395;-21,416931;
1872;nc_pippn;NC068125;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Grand Lac;;plot_100x100;5;2016;;47,3;21,6;0,75;;;;;;;;166,903919;-22,274947;
2018;nc_pippn;NC068656;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Grand Lac;;plot_100x100;5;2016;;19;;0,74;;;;;;;;166,903919;-22,274947;
2068;nc_pippn;NC069099;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Grand Lac;;plot_100x100;5;2016;;27,1;9,4;0,76;;;;;;;;166,903919;-22,274947;
2069;nc_pippn;NC069102;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Grand Lac;;plot_100x100;5;2016;;12,4;;0,65;;;;;;;;166,903919;-22,274947;
2076;nc_pippn;NC069183;Calophyllaceae;Calophyllum;Calophyllum caledonicum;Grand Lac;;plot_100x100;5;2016;;11,1;;0,71;;;;;;;;166,903919;-22,274947;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,68;0,43;35;;;;;;;;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,65;0,34;NA;;;;;;;;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,67;0,5;28;;;;;;;;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,63;0,47;31;;;;;;;;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,66;0,48;29;;;;;;;;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,71;0,49;29;;;;;;;;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,6;0,43;23;;;;;;;;
;cirad_wdd;;Calophyllaceae;Calophyllum;Calophyllum caledonicum;;;;;;;;;0,58;0,38;37;;;;;;;;
298;nc_pippn;NC063605;Burseraceae;Canarium;Canarium;Arago;;plot_100x100;6;2015;;11,3;;0,52;;;;;;;;165,476563;-21,241476;
299;nc_pippn;NC063619;Burseraceae;Canarium;Canarium;Arago;;plot_100x100;6;2015;Fruits;34,4;;0,64;;;;;;;;165,476563;-21,241476;
300;nc_pippn;NC063633;Burseraceae;Canarium;Canarium;Arago;;plot_100x100;6;2015;;10,8;;0,59;;;;;;;;165,476563;-21,241476;
311;nc_pippn;NC063988;Burseraceae;Canarium;Canarium;Arago;;plot_100x100;6;2015;;15,7;;0,57;;;;;;;;165,476563;-21,241476;
250;nc_pippn;NC063204;Burseraceae;Canarium;Canarium oleiferum;Arago;;plot_100x100;6;2015;Fruits;42,2;;0,61;;;;;;;;165,476563;-21,241476;
1827;nc_pippn;NC068004;Burseraceae;Canarium;Canarium oleiferum;Grand Lac;;plot_100x100;5;2016;;41;16,1;0,6;;;;;;;;166,903919;-22,274947;
1883;nc_pippn;NC068163;Burseraceae;Canarium;Canarium oleiferum;Grand Lac;;plot_100x100;5;2016;;20,2;;0,65;;;;;;;;166,903919;-22,274947;
1892;nc_pippn;NC068198;Burseraceae;Canarium;Canarium oleiferum;Grand Lac;;plot_100x100;5;2016;;11,1;;0,53;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068349;Burseraceae;Canarium;Canarium oleiferum;Grand Lac;;plot_100x100;6;2023;;;;;;;46,2;5,6;481,5;;;166,903919;-22,274947;
1942;nc_pippn;NC068390;Burseraceae;Canarium;Canarium oleiferum;Grand Lac;;plot_100x100;5;2016;;44,1;;0,6;;;;;;;;166,903919;-22,274947;
2041;nc_pippn;NC068912;Burseraceae;Canarium;Canarium oleiferum;Grand Lac;;plot_100x100;5;2016;;47,9;;0,56;;;;;;;;166,903919;-22,274947;
;occ_gps;TF0091;Burseraceae;Canarium;Canarium oleiferum;;Dalmates;;8;2023;;22,6;;;;;52,3;4,5;546;;;166,683878;-22,210114;
;occ_gps;TF0095;Burseraceae;Canarium;Canarium oleiferum;;Dalmates;;8;2023;;32,1;;;;;67,1;4,4;522,2;;;166,683552;-22,209941;
;occ_gps;TF0097;Burseraceae;Canarium;Canarium oleiferum;;Dalmates;;8;2023;;56,3;;;;;45,7;5,7;485;;;166,684789;-22,209935;
;occ_gps;TF0150;Burseraceae;Canarium;Canarium oleiferum;;Bois du Sud;;10;2023;;9,2;;;;;39,6;4;533,8;;;166,764863;-22,17393;
;cirad_wdd;;Burseraceae;Canarium;Canarium oleiferum;;;;;;;;;0,43;0,41;28;;;;;;;;
1453;nc_pippn;NC047060;Burseraceae;Canarium;Canarium trifoliolatum;Forêt Plate P12;;plot_100x100;5;2013;;22,9;;0,77;;;;;;;;165,120361;-21,148142;
1482;nc_pippn;NC047122;Burseraceae;Canarium;Canarium trifoliolatum;Forêt Plate P12;;plot_100x100;5;2013;Fruits;31,8;;0,71;;;;;;;;165,120361;-21,148142;
1579;nc_pippn;NC047440;Burseraceae;Canarium;Canarium trifoliolatum;Forêt Plate P12;;plot_100x100;5;2013;;70,7;21,5;0,66;;;;;;;;165,120361;-21,148142;
1608;nc_pippn;NC047593;Burseraceae;Canarium;Canarium trifoliolatum;Forêt Plate P12;;plot_100x100;5;2013;;72,6;25,8;0,7;;;;;;;;165,120361;-21,148142;
1615;nc_pippn;NC047612;Burseraceae;Canarium;Canarium trifoliolatum;Forêt Plate P12;;plot_100x100;5;2013;;66,2;24,6;0,66;;;;;;;;165,120361;-21,148142;
2828;nc_pippn;NC074209;Salicaceae;Casearia;Casearia;Tiebaghi;;plot_100x100;12;2018;;14,6;9,5;0,6;;;;;;;;164,226003;-20,431312;
2836;nc_pippn;NC074409;Salicaceae;Casearia;Casearia;Tiebaghi;;plot_100x100;12;2018;;13,3;;0,66;;;;;;;;164,226003;-20,431312;
;nc_pippn;NC081006;Salicaceae;Casearia;Casearia cf, coriifolia;Tchingou;;plot_100x100;5;2024;fr;;;;;;;;;;;;;
;nc_pippn;NC081027;Salicaceae;Casearia;Casearia cf, coriifolia;Tchingou;;plot_100x100;5;2024;;12,1;;;;;38,5;7,9;424,9;;;164,991107;-20,907696;
;nc_pippn;NC081363;Salicaceae;Casearia;Casearia cf, coriifolia;Tchingou;;plot_100x100;5;2024;;10,8;;;;;43,4;8,7;426,7;;;164,991107;-20,907696;
;nc_pippn;ADM2454;Salicaceae;Casearia;Casearia deplanchei;PMBT001;;circle_R11,28;5;2022;;5,7;;;;;9,9;8,9;459,4;;;164,963608;-21,17313;projet admire pmbt
;nc_pippn;ADM2522;Salicaceae;Casearia;Casearia deplanchei;PMBT001;;circle_R11,28;5;2022;;10,2;;0,81;;;12;6,3;512,6;;;164,963608;-21,17313;projet admire pmbt
;nc_pippn;ADM2557;Salicaceae;Casearia;Casearia deplanchei;PMBT001;;circle_R11,28;5;2022;;10,5;;0,84;;;9,4;10,6;442,3;;;164,963608;-21,17313;projet admire pmbt
;nc_pippn;ADM2575;Salicaceae;Casearia;Casearia deplanchei;PMBT001;;circle_R11,28;5;2022;;7,3;;;;;11,3;12,3;377;;;164,963608;-21,17313;projet admire pmbt
;nc_pippn;ADM2663;Salicaceae;Casearia;Casearia silvana;PMBT600;;circle_R11,28;5;2022;;1,6;;;;;32,7;13,9;357,8;;;164,95929;-21,173111;projet admire pmbt
