Column1;data_source;identifiant;family;genus;taxaname;plot_name;locality_occ;plot_type;month;year;phenology;dbh;height;wood_density;volumetric_shrinkage;fiber_saturation_point;leaf_area;leaf_sla;leaf_ldmc;leaf_thickness;bark_thickness;longitude;latitude;rq
849;nc_pippn;NC052389;Myrtaceae;Syzygium;Syzygium lifuanum;Djeve;;plot_100x100;11;2013;;17,2;;0,86;;;;;;;;165,434952;-21,226105;
859;nc_pippn;NC052409;Myrtaceae;Syzygium;Syzygium lifuanum;Djeve;;plot_100x100;11;2013;;14,6;;0,77;;;;;;;;165,434952;-21,226105;
863;nc_pippn;NC052418;Myrtaceae;Syzygium;Syzygium lifuanum;Djeve;;plot_100x100;11;2013;;31,2;19,9;0,87;;;;;;;;165,434952;-21,226105;
865;nc_pippn;NC052420;Myrtaceae;Syzygium;Syzygium lifuanum;Djeve;;plot_100x100;11;2013;;22,6;;0,82;;;;;;;;165,434952;-21,226105;
871;nc_pippn;NC052444;Myrtaceae;Syzygium;Syzygium lifuanum;Djeve;;plot_100x100;11;2013;;19,7;;0,86;;;;;;;;165,434952;-21,226105;
2221;nc_pippn;KB00078;Myrtaceae;Syzygium;Syzygium macranthum;KB22-20;;circle_R11,28;11;2020;;20,7;;0,81;;;;;;;;166,955502;-22,219363;
2265;nc_pippn;KB00103;Myrtaceae;Syzygium;Syzygium macranthum;KB32-40;;circle_R11,28;11;2020;;10;;0,74;;;;;;;;166,955653;-22,220109;
1457;nc_pippn;NC047071;Myrtaceae;Syzygium;Syzygium macranthum;Forêt Plate P12;;plot_100x100;5;2013;Fruits;78,6;15,2;0,76;;;;;;;;165,120361;-21,148142;
1481;nc_pippn;NC047121;Myrtaceae;Syzygium;Syzygium macranthum;Forêt Plate P12;;plot_100x100;5;2013;;28,6;;0,82;;;;;;;;165,120361;-21,148142;
1500;nc_pippn;NC047164;Myrtaceae;Syzygium;Syzygium macranthum;Forêt Plate P12;;plot_100x100;5;2013;;55,4;;0,81;;;;;;;;165,120361;-21,148142;
1509;nc_pippn;NC047184;Myrtaceae;Syzygium;Syzygium macranthum;Forêt Plate P12;;plot_100x100;5;2013;;21;;0,78;;;;;;;;165,120361;-21,148142;
1548;nc_pippn;NC047308;Myrtaceae;Syzygium;Syzygium macranthum;Forêt Plate P12;;plot_100x100;5;2013;;16,6;;0,78;;;;;;;;165,120361;-21,148142;
377;nc_pippn;NC048127;Myrtaceae;Syzygium;Syzygium macranthum;Ateou;;plot_100x100;9;2013;;31,8;;0,65;;;;;;;;164,920329;-20,950637;
1163;nc_pippn;FBA01956;Myrtaceae;Syzygium;Syzygium malaccense;FBA_010_TC;;circle_R11,28;3;2018;;10,5;;0,48;;;72;14,2;261,1;;;165,306061;-21,02949;
1164;nc_pippn;FBA01959;Myrtaceae;Syzygium;Syzygium malaccense;FBA_010_TC;;circle_R11,28;3;2018;;29,4;;0,52;;;83,2;15,5;231,1;;;165,306061;-21,02949;
1165;nc_pippn;FBA01980;Myrtaceae;Syzygium;Syzygium malaccense;FBA_010_TC;;circle_R11,28;3;2018;;29,3;;0,47;;;55,7;14,2;253,4;;;165,306061;-21,02949;
1252;nc_pippn;FBA02456;Myrtaceae;Syzygium;Syzygium malaccense;FBA_019_TC;;circle_R11,28;3;2018;;15,3;;0,55;;;80,1;14,3;247,2;;;165,309694;-21,013251;
2320;nc_pippn;KB00607;Myrtaceae;Syzygium;Syzygium mouanum;KB37-100;;circle_R11,28;11;2021;;20,4;;0,63;;;18,2;4,5;439,2;;;166,961322;-22,224598;
2183;nc_pippn;KB01211;Myrtaceae;Syzygium;Syzygium mouanum;KB18-20;;circle_R11,28;11;2021;;21,3;;0,6;;;12,7;4;468,9;;;166,961526;-22,226463;
;nc_pippn;NC071290;Myrtaceae;Syzygium;Syzygium mouanum;Paeoua;;plot_100x100;9;2023;;;;0,8;;;16,6;5,5;442,7;;;165,095973;-21,167766;
;nc_pippn;NC071308;Myrtaceae;Syzygium;Syzygium mouanum;Paeoua;;plot_100x100;9;2023;;;;0,74;;;12,7;3,8;507,7;;;165,095973;-21,167766;
;nc_pippn;NC071533;Myrtaceae;Syzygium;Syzygium mouanum;Paeoua;;plot_100x100;9;2023;;;;0,75;;;5,9;4,3;492,5;;;165,095973;-21,167766;
1927;nc_pippn;NC068347;Myrtaceae;Syzygium;Syzygium multipetalum;Grand Lac;;plot_100x100;5;2016;;41,1;;0,66;;;;;;;;166,903919;-22,274947;
1967;nc_pippn;NC068487;Myrtaceae;Syzygium;Syzygium multipetalum;Grand Lac;;plot_100x100;5;2016;;15,1;;0,75;;;;;;;;166,903919;-22,274947;
2030;nc_pippn;NC068858;Myrtaceae;Syzygium;Syzygium multipetalum;Grand Lac;;plot_100x100;5;2016;;27,1;;0,73;;;;;;;;166,903919;-22,274947;
2049;nc_pippn;NC068951;Myrtaceae;Syzygium;Syzygium multipetalum;Grand Lac;;plot_100x100;5;2016;;20,1;;0,73;;;;;;;;166,903919;-22,274947;
2085;nc_pippn;NC069319;Myrtaceae;Syzygium;Syzygium multipetalum;Grand Lac;;plot_100x100;5;2016;;42,5;;0,66;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC071367;Myrtaceae;Syzygium;Syzygium multipetalum;Paeoua;;plot_100x100;9;2023;;;;;;;24,5;2,6;532,5;;;165,095973;-21,167766;
;occ_gps;TF0072;Myrtaceae;Syzygium;Syzygium multipetalum;;Au pied du Mt Pouédihi;;8;2023;Fleurs;24,8;;;;;23,3;3,4;487,7;;;166,699209;-22,173885;
;occ_gps;TF0073;Myrtaceae;Syzygium;Syzygium multipetalum;;Au pied du Mt Pouédihi;;8;2023;Fleurs;35,7;;;;;21,8;3,1;520,6;;;166,69898;-22,173849;
1187;nc_pippn;FBA02082;Myrtaceae;Syzygium;Syzygium neolaurifolium;FBA_012_TC;;circle_R11,28;3;2018;;32,8;;0,48;;;100,4;9,4;394,8;;;165,252421;-21,008015;
1188;nc_pippn;FBA02084;Myrtaceae;Syzygium;Syzygium neolaurifolium;FBA_012_TC;;circle_R11,28;4;2018;;45,4;;0,53;;;134,9;11,1;408,4;;;165,252421;-21,008015;
1189;nc_pippn;FBA02084;Myrtaceae;Syzygium;Syzygium neolaurifolium;FBA_012_TC;;circle_R11,28;3;2018;;45,4;;0,53;;;134,9;11,1;408,4;;;165,252421;-21,008015;
2132;nc_pippn;KB01693;Myrtaceae;Syzygium;Syzygium neolaurifolium;KB01-10;;circle_R11,28;11;2021;;15,9;;0,72;;;19,4;3,9;538,8;;;166,962338;-22,232628;
86;nc_pippn;NC061555;Myrtaceae;Syzygium;Syzygium neolaurifolium;Aoupinié;;plot_100x100;3;2015;;11,8;;0,69;;;;;;;;165,277313;-21,177801;
116;nc_pippn;NC061834;Myrtaceae;Syzygium;Syzygium neolaurifolium;Aoupinié;;plot_100x100;3;2015;;44,6;8,5;0,66;;;;;;;;165,277313;-21,177801;
148;nc_pippn;NC062087;Myrtaceae;Syzygium;Syzygium neolaurifolium;Aoupinié;;plot_100x100;3;2015;;11,5;;0,63;;;;;;;;165,277313;-21,177801;
151;nc_pippn;NC062116;Myrtaceae;Syzygium;Syzygium neolaurifolium;Aoupinié;;plot_100x100;3;2015;;32,5;;0,67;;;;;;;;165,277313;-21,177801;
190;nc_pippn;NC062406;Myrtaceae;Syzygium;Syzygium neolaurifolium;Aoupinié;;plot_100x100;3;2015;;14,6;;0,64;;;;;;;;165,277313;-21,177801;
233;nc_pippn;NC063105;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;13,4;;0,64;;;;;;;;165,476563;-21,241476;
236;nc_pippn;NC063110;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;12,2;;0,65;;;;;;;;165,476563;-21,241476;
242;nc_pippn;NC063137;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;10;;0,61;;;;;;;;165,476563;-21,241476;
314;nc_pippn;NC064090;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;36;;0,54;;;;;;;;165,476563;-21,241476;
315;nc_pippn;NC064104;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;16,3;14,5;0,63;;;;;;;;165,476563;-21,241476;
316;nc_pippn;NC064108;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;18,9;;0,59;;;;;;;;165,476563;-21,241476;
317;nc_pippn;NC064164;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;11,9;;0,68;;;;;;;;165,476563;-21,241476;
327;nc_pippn;NC064343;Myrtaceae;Syzygium;Syzygium neolaurifolium;Arago;;plot_100x100;6;2015;;10,5;;0,64;;;;;;;;165,476563;-21,241476;
1837;nc_pippn;NC068026;Myrtaceae;Syzygium;Syzygium neolaurifolium;Grand Lac;;plot_100x100;5;2016;;13,2;;0,66;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068026;Myrtaceae;Syzygium;Syzygium neolaurifolium;Grand Lac;;plot_100x100;6;2023;;;;;;;56;4,8;482,7;;;166,903919;-22,274947;
1861;nc_pippn;NC068086;Myrtaceae;Syzygium;Syzygium neolaurifolium;Grand Lac;;plot_100x100;5;2016;Fleurs;35,3;11,3;0,63;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068086;Myrtaceae;Syzygium;Syzygium neolaurifolium;Grand Lac;;plot_100x100;6;2023;;;;;;;42;4,4;521;;;166,903919;-22,274947;
1896;nc_pippn;NC068219;Myrtaceae;Syzygium;Syzygium neolaurifolium;Grand Lac;;plot_100x100;5;2016;;11,1;;0,63;;;;;;;;166,903919;-22,274947;
1897;nc_pippn;NC068232;Myrtaceae;Syzygium;Syzygium neolaurifolium;Grand Lac;;plot_100x100;5;2016;;10,9;;0,59;;;;;;;;166,903919;-22,274947;
1920;nc_pippn;NC068325;Myrtaceae;Syzygium;Syzygium neolaurifolium;Grand Lac;;plot_100x100;5;2016;;31,7;;0,7;;;;;;;;166,903919;-22,274947;
;occ_gps;TF0174;Myrtaceae;Syzygium;Syzygium neolaurifolium;;Rivière des pirogues;;3;2024;Fleurs;33,3;;0,57;;;18,7;4,8;445,3;;;166,71122;-22,191616;
;cirad_wdd;;Myrtaceae;Syzygium;Syzygium neolaurifolium;;;;;;;;;0,61;0,4;27;;;;;;;;
;cirad_wdd;;Myrtaceae;Syzygium;Syzygium neolaurifolium;;;;;;;;;0,56;0,24;NA;;;;;;;;
;occ_gps;TF0178;Myrtaceae;Syzygium;Syzygium pancheri;;Forêt Anais;;3;2024;Fleurs;6,8;;;;;11,4;7;384,1;;;166,708384;-22,297068;
;occ_gps;TF0179;Myrtaceae;Syzygium;Syzygium pancheri;;Forêt Anais;;3;2024;Fleurs;8,9;;;;;15,4;5,2;454,3;;;166,708327;-22,296975;
;occ_gps;TF0180;Myrtaceae;Syzygium;Syzygium pancheri;;Forêt Anais;;3;2024;Fleurs;10,2;;;;;13,2;5,5;413,2;;;166,708345;-22,296982;
;occ_near_plot;NP0039;Myrtaceae;Syzygium;Syzygium pseudopinnatum;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,69;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0044;Myrtaceae;Syzygium;Syzygium pseudopinnatum;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,7;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0058;Myrtaceae;Syzygium;Syzygium pseudopinnatum;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,63;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0075;Myrtaceae;Syzygium;Syzygium pseudopinnatum;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,72;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0076;Myrtaceae;Syzygium;Syzygium pseudopinnatum;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,7;;;;;;;;164,991107;-20,907696;
;nc_pippn;NC081449;Myrtaceae;Syzygium;Syzygium tripetalum;Tchingou;;plot_100x100;5;2024;;23,1;;0,81;;;6,7;5,1;522,5;;;164,991107;-20,907696;
;nc_pippn;NC081503;Myrtaceae;Syzygium;Syzygium tripetalum;Tchingou;;plot_100x100;5;2024;;16,9;;0,73;;;8,8;5,2;504,5;;;164,991107;-20,907696;
;nc_pippn;NC081707;Myrtaceae;Syzygium;Syzygium tripetalum;Tchingou;;plot_100x100;5;2024;;28,6;9,3;0,72;;;15,7;4,7;517;;;164,991107;-20,907696;
;nc_pippn;NC081789;Myrtaceae;Syzygium;Syzygium tripetalum;Tchingou;;plot_100x100;5;2024;;22;;0,77;;;12,1;4,7;522,9;;;164,991107;-20,907696;
;nc_pippn;NC082176;Myrtaceae;Syzygium;Syzygium tripetalum;Tchingou;;plot_100x100;5;2024;;30,9;;0,75;;;8,1;4,5;509;;;164,991107;-20,907696;
1792;nc_pippn;NC031212;Myrtaceae;Syzygium;Syzygium wagapense;Gohapin Transect T3;;transect_20x120;6;2013;;8,3;;0,7;;;16,2;13;404,1;;4;165,255086;-21,187297;
1793;nc_pippn;NC031212;Myrtaceae;Syzygium;Syzygium wagapense;Gohapin Transect T3;;transect_20x120;4;2018;;8;;0,7;;;16,2;13;404,1;;4;165,255086;-21,187297;
;cirad_wdd;;Myrtaceae;Syzygium;Syzygium wagapense;;;;;;;;;0,73;0,54;30;;;;;;;;
;cirad_wdd;;Myrtaceae;Syzygium;Syzygium wagapense;;;;;;;;;0,84;NA;NA;;;;;;;;
1460;nc_pippn;NC047075;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Forêt Plate P12;;plot_100x100;5;2013;;14;;0,58;;;;;;;0,7;165,120361;-21,148142;
1466;nc_pippn;NC047088;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Forêt Plate P12;;plot_100x100;5;2013;;11,8;;0,55;;;;;;;0,9;165,120361;-21,148142;
1586;nc_pippn;NC047507;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Forêt Plate P12;;plot_100x100;5;2013;;14,3;;0,58;;;;;;;1,1;165,120361;-21,148142;
1587;nc_pippn;NC047508;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Forêt Plate P12;;plot_100x100;5;2013;;14,3;;0,59;;;;;;;1;165,120361;-21,148142;
1613;nc_pippn;NC047602;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Forêt Plate P12;;plot_100x100;5;2013;;18,8;;0,66;;;;;;;1,1;165,120361;-21,148142;
842;nc_pippn;NC052380;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Djeve;;plot_100x100;11;2013;;20,7;;0,66;;;;;;;;165,434952;-21,226105;
848;nc_pippn;NC052387;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Djeve;;plot_100x100;11;2013;;21;;0,58;;;;;;;;165,434952;-21,226105;
852;nc_pippn;NC052396;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Djeve;;plot_100x100;11;2013;;28,3;11,4;0,64;;;;;;;;165,434952;-21,226105;
853;nc_pippn;NC052399;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Djeve;;plot_100x100;11;2013;;46,2;18,4;0,64;;;;;;;;165,434952;-21,226105;
855;nc_pippn;NC052403;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Djeve;;plot_100x100;11;2013;;22,3;;0,6;;;;;;;;165,434952;-21,226105;
909;nc_pippn;NC052577;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Djeve;;plot_100x100;11;2013;;10,2;;0,7;;;;;;;;165,434952;-21,226105;
1661;nc_pippn;NC060063;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Gohapin;;plot_100x100;3;2015;;13,2;;0,63;;;;;;;0,7;165,240768;-21,257128;
1687;nc_pippn;NC060268;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Gohapin;;plot_100x100;3;2015;;10,2;;0,62;;;;;;;;165,240768;-21,257128;
1694;nc_pippn;NC060314;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Gohapin;;plot_100x100;3;2015;;13,1;;0,63;;;;;;;0,8;165,240768;-21,257128;
1698;nc_pippn;NC060378;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Gohapin;;plot_100x100;3;2015;;15,1;;0,66;;;;;;;0,8;165,240768;-21,257128;
1726;nc_pippn;NC060640;Apocynaceae;Tabernaemontana;Tabernaemontana cerifera;Gohapin;;plot_100x100;3;2015;;14,1;;0,62;;;;;;;1,3;165,240768;-21,257128;
850;nc_pippn;NC052390;Primulaceae;Tapeinosperma;Tapeinosperma oblongifolium;Djeve;;plot_100x100;11;2013;;11,1;13,4;0,64;;;;;;;;165,434952;-21,226105;
878;nc_pippn;NC052471;Primulaceae;Tapeinosperma;Tapeinosperma oblongifolium;Djeve;;plot_100x100;11;2013;;10,5;8;0,58;;;;;;;;165,434952;-21,226105;
970;nc_pippn;NC052813;Primulaceae;Tapeinosperma;Tapeinosperma oblongifolium;Djeve;;plot_100x100;11;2013;;10;;0,59;;;;;;;;165,434952;-21,226105;
1002;nc_pippn;NC053030;Primulaceae;Tapeinosperma;Tapeinosperma oblongifolium;Djeve;;plot_100x100;11;2013;;12,4;6,8;0,58;;;;;;;;165,434952;-21,226105;
;nc_pippn;NC081021;Primulaceae;Tapeinosperma;Tapeinosperma pancheri;Tchingou;;plot_100x100;5;2024;Fleurs;10,2;;;;;272,6;5,7;392,6;;;164,991107;-20,907696;
;nc_pippn;NC081050;Primulaceae;Tapeinosperma;Tapeinosperma pancheri;Tchingou;;plot_100x100;5;2024;;12,7;;;;;230;5,7;367,6;;;164,991107;-20,907696;
;nc_pippn;NC081173;Primulaceae;Tapeinosperma;Tapeinosperma pancheri;Tchingou;;plot_100x100;5;2024;;10;;;;;214;5,3;385,3;;;164,991107;-20,907696;
;nc_pippn;NC081179;Primulaceae;Tapeinosperma;Tapeinosperma pancheri;Tchingou;;plot_100x100;5;2024;;10;;;;;230,8;6,7;368,2;;;164,991107;-20,907696;
824;nc_pippn;NC066001;Primulaceae;Tapeinosperma;Tapeinosperma robustum;Col d'Amoss;;plot_100x100;10;2016;;24,8;;0,52;;;;;;;;164,437874;-20,306023;
209;nc_pippn;NC063019;Primulaceae;Tapeinosperma;Tapeinosperma vieillardii;Arago;;plot_100x100;6;2015;Fruits;11,9;;0,57;;;;;;;;165,476563;-21,241476;
219;nc_pippn;NC063052;Primulaceae;Tapeinosperma;Tapeinosperma vieillardii;Arago;;plot_100x100;6;2015;Fruits;10,4;;0,57;;;;;;;;165,476563;-21,241476;
257;nc_pippn;NC063240;Primulaceae;Tapeinosperma;Tapeinosperma vieillardii;Arago;;plot_100x100;6;2015;;10,7;;0,52;;;;;;;;165,476563;-21,241476;
283;nc_pippn;NC063425;Primulaceae;Tapeinosperma;Tapeinosperma vieillardii;Arago;;plot_100x100;6;2015;Fruits;10,1;;0,64;;;;;;;;165,476563;-21,241476;
285;nc_pippn;NC063440;Primulaceae;Tapeinosperma;Tapeinosperma vieillardii;Arago;;plot_100x100;6;2015;;13,4;;0,57;;;;;;;;165,476563;-21,241476;
1542;nc_pippn;NC047289;Primulaceae;Tapeinosperma;Tapeinosperma wagapense;Forêt Plate P12;;plot_100x100;5;2013;;10,2;;0,57;;;;;;;;165,120361;-21,148142;
1574;nc_pippn;NC047402;Primulaceae;Tapeinosperma;Tapeinosperma wagapense;Forêt Plate P12;;plot_100x100;5;2013;;10,5;;0,57;;;;;;;;165,120361;-21,148142;
1582;nc_pippn;NC047464;Primulaceae;Tapeinosperma;Tapeinosperma wagapense;Forêt Plate P12;;plot_100x100;5;2013;;10,5;;0,51;;;;;;;;165,120361;-21,148142;
1620;nc_pippn;NC047642;Primulaceae;Tapeinosperma;Tapeinosperma wagapense;Forêt Plate P12;;plot_100x100;5;2013;;12,7;11,6;0,55;;;;;;;;165,120361;-21,148142;
1628;nc_pippn;NC047746;Primulaceae;Tapeinosperma;Tapeinosperma wagapense;Forêt Plate P12;;plot_100x100;5;2013;;13,1;8,7;0,56;;;;;;;;165,120361;-21,148142;
1426;nc_pippn;FBA04939;Rubiaceae;Tarenna;Tarenna microcarpa;FBA_090_KP;;circle_R11,28;4;2018;;11,8;;0,66;;;18,1;13,1;450,4;;5;165,005818;-21,093618;
;nc_pippn;ADM3036;Bignoniaceae;Tecoma;Tecoma stans;PMBT056;;circle_R11,28;5;2022;;5,7;;0,73;;;8;32,4;306;;;164,950729;-21,176956;projet admire pmbt
1410;nc_pippn;FBA04314;Bignoniaceae;Tecoma;Tecoma stans;FBA_072_KP;;circle_R11,28;4;2018;;11,1;;0,75;;;28,2;46,5;224,2;;;164,977466;-21,083677;
2842;nc_pippn;NC074609;Combretaceae;Terminalia;Terminalia gatopensis;Tiebaghi;;plot_100x100;12;2018;;15,9;;0,84;;;;;;;;164,226003;-20,431312;
;occ_gps;TF0177;Cannabaceae;Trema;Trema cannabina;;Embouchure rivière des pirogues;;3;2024;Fruits;15,6;;0,37;;;11,8;11,8;347,6;;;166,690794;-22,29045;
75;nc_pippn;NC061410;Trimeniaceae;Trimenia;Trimenia neocaledonica;Aoupinié;;plot_100x100;3;2015;;41,8;5,4;0,59;;;;;;;;165,277313;-21,177801;
129;nc_pippn;NC061933;Trimeniaceae;Trimenia;Trimenia neocaledonica;Aoupinié;;plot_100x100;3;2015;;18,5;;0,52;;;;;;;;165,277313;-21,177801;
133;nc_pippn;NC061966;Trimeniaceae;Trimenia;Trimenia neocaledonica;Aoupinié;;plot_100x100;3;2015;;66,5;4,5;0,52;;;;;;;;165,277313;-21,177801;
159;nc_pippn;NC062214;Trimeniaceae;Trimenia;Trimenia neocaledonica;Aoupinié;;plot_100x100;3;2015;;16,9;;0,58;;;;;;;;165,277313;-21,177801;
192;nc_pippn;NC062415;Trimeniaceae;Trimenia;Trimenia neocaledonica;Aoupinié;;plot_100x100;3;2015;;11,1;;0,59;;;;;;;;165,277313;-21,177801;
2273;nc_pippn;KB00141;Myrtaceae;Tristaniopsis;Tristaniopsis calobuxus;KB32-40;;circle_R11,28;11;2020;;12,7;;0,92;;;1,7;4,5;614,6;;;166,955653;-22,220109;
2242;nc_pippn;KB00750;Myrtaceae;Tristaniopsis;Tristaniopsis calobuxus;KB28-40;;circle_R11,28;11;2021;;11;;0,94;;;2,5;3,7;596,8;;;166,960792;-22,224973;
2243;nc_pippn;KB00752;Myrtaceae;Tristaniopsis;Tristaniopsis calobuxus;KB28-40;;circle_R11,28;11;2021;;15;;0,9;;;1,2;4,4;595,7;;;166,960792;-22,224973;
2145;nc_pippn;KB01012;Myrtaceae;Tristaniopsis;Tristaniopsis calobuxus;KB06-10;;circle_R11,28;11;2021;;17,5;;0,98;;;1,7;3,9;635,8;;;166,962345;-22,228727;
2146;nc_pippn;KB01013;Myrtaceae;Tristaniopsis;Tristaniopsis calobuxus;KB06-10;;circle_R11,28;11;2021;;10,2;;0,86;;;1,4;3,3;642;;;166,962345;-22,228727;
2147;nc_pippn;KB01018;Myrtaceae;Tristaniopsis;Tristaniopsis calobuxus;KB06-10;;circle_R11,28;11;2021;;13,4;;0,95;;;;;;;;166,962345;-22,228727;
;occ_gps;TF0049;Myrtaceae;Tristaniopsis;Tristaniopsis capitulata;;Demazures;;6;2023;;34,2;;0,92;;;14;3,3;578,3;;;166,625946;-22,205539;
2182;nc_pippn;KB01196;Myrtaceae;Tristaniopsis;Tristaniopsis glauca;KB18-20;;circle_R11,28;11;2021;;12,1;;0,87;;;9,1;;;;;166,961526;-22,226463;
2217;nc_pippn;KB00063;Myrtaceae;Tristaniopsis;Tristaniopsis guillainii;KB22-20;;circle_R11,28;11;2020;;13,7;;0,98;;;13,7;3,3;564,7;;;166,955502;-22,219363;
2313;nc_pippn;KB01135;Myrtaceae;Tristaniopsis;Tristaniopsis guillainii;KB36-100;;circle_R11,28;11;2021;;31,5;;0,95;;;7,3;4,3;526,3;;;166,961754;-22,22574;
2187;nc_pippn;KB01259;Myrtaceae;Tristaniopsis;Tristaniopsis guillainii;KB19-20;;circle_R11,28;11;2021;;10,2;;0,94;;;13,4;3,6;572,6;;;166,960789;-22,225944;
2188;nc_pippn;KB01260;Myrtaceae;Tristaniopsis;Tristaniopsis guillainii;KB19-20;;circle_R11,28;11;2021;;14;;0,95;;;9,3;3,3;567,2;;;166,960789;-22,225944;
2189;nc_pippn;KB01261;Myrtaceae;Tristaniopsis;Tristaniopsis guillainii;KB19-20;;circle_R11,28;11;2021;;31,5;;0,9;;;10,7;3,1;590,9;;;166,960789;-22,225944;
2302;nc_pippn;KB00672;Myrtaceae;Tristaniopsis;Tristaniopsis macphersonii;KB35-100;;circle_R11,28;11;2021;;21,6;;0,9;;;6,2;3,8;492,8;;;166,964485;-22,228074;
2235;nc_pippn;KB00711;Myrtaceae;Tristaniopsis;Tristaniopsis macphersonii;KB26-40;;circle_R11,28;11;2021;;15,3;;0,97;;;5,6;3,6;526,5;;;166,963797;-22,230514;
2239;nc_pippn;KB00737;Myrtaceae;Tristaniopsis;Tristaniopsis macphersonii;KB28-40;;circle_R11,28;11;2021;;18,1;;0,92;;;;;;;;166,960792;-22,224973;
2227;nc_pippn;KB01394;Myrtaceae;Tristaniopsis;Tristaniopsis macphersonii;KB23-40;;circle_R11,28;11;2021;;29,9;;0,94;;;;;;;;166,962465;-22,233349;
2228;nc_pippn;KB01399;Myrtaceae;Tristaniopsis;Tristaniopsis macphersonii;KB23-40;;circle_R11,28;11;2021;;23,9;;0,83;;;;;;;;166,962465;-22,233349;
2141;nc_pippn;KB01419;Myrtaceae;Tristaniopsis;Tristaniopsis yateensis;KB05-10;;circle_R11,28;11;2021;Fleurs;16,2;;0,98;;;0,5;3,7;557;;;166,959031;-22,229581;
2231;nc_pippn;KB01519;Myrtaceae;Tristaniopsis;Tristaniopsis yateensis;KB25-40;;circle_R11,28;11;2021;;15,3;;1;;;1,3;3,7;528,4;;;166,958021;-22,230514;
2383;nc_pippn;NC074796;Myrtaceae;Uromyrtus;Uromyrtus artensis;Kouaoua;;plot_100x100;7;2018;;13,4;;0,79;;;;;;;;165,750476;-21,437664;
2384;nc_pippn;NC074821;Myrtaceae;Uromyrtus;Uromyrtus artensis;Kouaoua;;plot_100x100;7;2018;;14,4;;0,77;;;;;;;;165,750476;-21,437664;
2395;nc_pippn;NC075095;Myrtaceae;Uromyrtus;Uromyrtus artensis;Kouaoua;;plot_100x100;7;2018;;13,1;;0,67;;;;;;;;165,750476;-21,437664;
2401;nc_pippn;NC075134;Myrtaceae;Uromyrtus;Uromyrtus artensis;Kouaoua;;plot_100x100;7;2018;;10,5;;0,79;;;;;;;;165,750476;-21,437664;
2404;nc_pippn;NC075146;Myrtaceae;Uromyrtus;Uromyrtus artensis;Kouaoua;;plot_100x100;7;2018;;12,7;;0,78;;;;;;;;165,750476;-21,437664;
